Park,Best_Model,Forecast_Month,Predicted_Visits
Boston African American NHS,SARIMA,2025-11-01,8131.864524492209
Boston African American NHS,SARIMA,2025-12-01,6198.492012611444
Boston Harbor Islands NRA,SARIMA,2025-01-01,3259.1480824772793
Boston Harbor Islands NRA,SARIMA,2025-02-01,2868.505646400929
Boston Harbor Islands NRA,SARIMA,2025-03-01,3001.7267601667977
Boston Harbor Islands NRA,SARIMA,2025-04-01,2953.016104796629
Boston Harbor Islands NRA,SARIMA,2025-05-01,4958.996235143102
Boston Harbor Islands NRA,SARIMA,2025-06-01,6689.50458752531
Boston Harbor Islands NRA,SARIMA,2025-07-01,9041.412090088643
Boston Harbor Islands NRA,SARIMA,2025-08-01,10660.410358581743
Boston Harbor Islands NRA,SARIMA,2025-09-01,9653.490944081748
Boston Harbor Islands NRA,SARIMA,2025-10-01,5491.250496282917
Boston Harbor Islands NRA,SARIMA,2025-11-01,2967.061216643988
Boston Harbor Islands NRA,SARIMA,2025-12-01,3968.534688721942
Boston NHP,SARIMA,2025-01-01,81956.46985503458
Boston NHP,SARIMA,2025-02-01,95291.00883614553
Boston NHP,SARIMA,2025-03-01,143188.58543716566
Boston NHP,SARIMA,2025-04-01,195190.97481370872
Boston NHP,SARIMA,2025-05-01,238754.4593631392
Boston NHP,SARIMA,2025-06-01,318980.3845647794
Boston NHP,SARIMA,2025-07-01,412532.32821139554
Boston NHP,SARIMA,2025-08-01,365130.26972311985
Boston NHP,SARIMA,2025-09-01,289515.2637459436
Boston NHP,SARIMA,2025-10-01,319139.40989822085
Boston NHP,SARIMA,2025-11-01,173369.01585054497
Boston NHP,SARIMA,2025-12-01,125281.0016485847
Brices Cross Roads,ETS,1984-01-01,40.39754674800548
Brices Cross Roads,ETS,1984-02-01,89.39793690285492
Brices Cross Roads,ETS,1984-03-01,196.39913621287047
Brices Cross Roads,ETS,1984-04-01,184.19988050737098
Brices Cross Roads,ETS,1984-05-01,221.9988538466294
Brices Cross Roads,ETS,1984-06-01,204.79731372451667
Brices Cross Roads,ETS,1984-07-01,223.19892575765715
Brices Cross Roads,ETS,1984-08-01,298.2026421166238
Brices Cross Roads,ETS,1984-09-01,141.40293996134028
Brices Cross Roads,ETS,1984-10-01,177.3990753861173
Brices Cross Roads,ETS,1984-11-01,154.60214624381987
Brices Cross Roads,ETS,1984-12-01,106.80476780193965
Brown v. Board of Education NHP,ETS,2025-01-01,1151.4761669192005
Brown v. Board of Education NHP,ETS,2025-02-01,1683.8815066433233
Brown v. Board of Education NHP,ETS,2025-03-01,2209.6569321104153
Brown v. Board of Education NHP,ETS,2025-04-01,2109.0870131096613
Brown v. Board of Education NHP,ETS,2025-05-01,2395.4652794955705
Brown v. Board of Education NHP,ETS,2025-06-01,2687.4438144454507
Brown v. Board of Education NHP,ETS,2025-07-01,2834.370195086555
Brown v. Board of Education NHP,ETS,2025-08-01,1838.878791539072
Brown v. Board of Education NHP,ETS,2025-09-01,1409.9885194487906
Brown v. Board of Education NHP,ETS,2025-10-01,1566.1727046710862
Brown v. Board of Education NHP,ETS,2025-11-01,1352.5637507778551
Brown v. Board of Education NHP,ETS,2025-12-01,952.4998332103547
Bryce Canyon NP,SARIMA,2025-01-01,46082.832712879375
Bryce Canyon NP,SARIMA,2025-02-01,50574.603119122796
Bryce Canyon NP,SARIMA,2025-03-01,107174.0250356786
Bryce Canyon NP,SARIMA,2025-04-01,220743.70075897267
Bryce Canyon NP,SARIMA,2025-05-01,322563.37366272695
Bryce Canyon NP,SARIMA,2025-06-01,355304.5880252966
Bryce Canyon NP,SARIMA,2025-07-01,334105.20078226365
Bryce Canyon NP,SARIMA,2025-08-01,308510.0765409909
Bryce Canyon NP,SARIMA,2025-09-01,365219.5556248803
Bryce Canyon NP,SARIMA,2025-10-01,267479.60626066424
Bryce Canyon NP,SARIMA,2025-11-01,91289.7180011895
Bryce Canyon NP,SARIMA,2025-12-01,69572.14328990859
Buck Island Reef NM,ETS,2025-01-01,3685.7715498963353
Buck Island Reef NM,ETS,2025-02-01,4082.107367376249
Buck Island Reef NM,ETS,2025-03-01,4898.849543007946
Buck Island Reef NM,ETS,2025-04-01,4154.4187205345825
Buck Island Reef NM,ETS,2025-05-01,3216.660991418068
Buck Island Reef NM,ETS,2025-06-01,3227.4785160464507
Buck Island Reef NM,ETS,2025-07-01,3577.3380708627406
Buck Island Reef NM,ETS,2025-08-01,2777.3193342190843
Buck Island Reef NM,ETS,2025-09-01,1436.7963872067946
Buck Island Reef NM,ETS,2025-10-01,1803.171559491347
Buck Island Reef NM,ETS,2025-11-01,2607.7370841512884
Buck Island Reef NM,ETS,2025-12-01,3097.42244400165
Buffalo NR,ETS,2025-01-01,36024.981983770616
Buffalo NR,ETS,2025-02-01,45344.84938229818
Buffalo NR,ETS,2025-03-01,102676.95947054269
Buffalo NR,ETS,2025-04-01,127956.36161529693
Buffalo NR,ETS,2025-05-01,224156.58418461995
Buffalo NR,ETS,2025-06-01,296937.089034404
Buffalo NR,ETS,2025-07-01,252913.12046455446
Buffalo NR,ETS,2025-08-01,150909.71305784673
Buffalo NR,ETS,2025-09-01,124414.73636272605
Buffalo NR,ETS,2025-10-01,97509.5377722852
Buffalo NR,ETS,2025-11-01,61398.85544052218
Buffalo NR,ETS,2025-12-01,45579.63779847356
Cabrillo NM,SARIMA,2025-01-01,69937.69550988231
Cabrillo NM,SARIMA,2025-02-01,69059.32863326912
Cabrillo NM,SARIMA,2025-03-01,74779.29914147012
Cabrillo NM,SARIMA,2025-04-01,69337.62738579328
Cabrillo NM,SARIMA,2025-05-01,68348.78322707127
Cabrillo NM,SARIMA,2025-06-01,73323.08511395515
Cabrillo NM,SARIMA,2025-07-01,90452.8762416694
Cabrillo NM,SARIMA,2025-08-01,76811.97412029853
Cabrillo NM,SARIMA,2025-09-01,63218.942980818334
Cabrillo NM,SARIMA,2025-10-01,63353.41538507719
Cabrillo NM,SARIMA,2025-11-01,69240.07924913282
Cabrillo NM,SARIMA,2025-12-01,69104.23662262688
Camp Nelson NM,ETS,2025-01-01,-304.4837918946246
Camp Nelson NM,ETS,2025-02-01,311.83685819138145
Camp Nelson NM,ETS,2025-03-01,319.00035082697786
Camp Nelson NM,ETS,2025-04-01,1057.3860295110085
Camp Nelson NM,ETS,2025-05-01,2706.9009257528164
Camp Nelson NM,ETS,2025-06-01,2267.3644550799295
Camp Nelson NM,ETS,2025-07-01,2695.732833726204
Camp Nelson NM,ETS,2025-08-01,2117.230580646315
Camp Nelson NM,ETS,2025-09-01,2032.2471565559986
Camp Nelson NM,ETS,2025-10-01,2121.8912475447587
Camp Nelson NM,ETS,2025-11-01,2133.0490715641777
Camp Nelson NM,ETS,2025-12-01,1601.9656629235187
Canaveral NS,SARIMA,2025-01-01,134279.87915126834
Canaveral NS,SARIMA,2025-02-01,164462.63977798776
Canaveral NS,SARIMA,2025-03-01,199326.0262381382
Canaveral NS,SARIMA,2025-04-01,183889.74317981623
Canaveral NS,SARIMA,2025-05-01,203899.58270430958
Canaveral NS,SARIMA,2025-06-01,183923.23916733515
Canaveral NS,SARIMA,2025-07-01,187782.93313106688
Canaveral NS,SARIMA,2025-08-01,162240.48965636102
Canaveral NS,SARIMA,2025-09-01,147423.61599497157
Canaveral NS,SARIMA,2025-10-01,130355.2987141948
Canaveral NS,SARIMA,2025-11-01,120526.15075842
Canaveral NS,SARIMA,2025-12-01,123733.76636252241
Cane River Creole NHP,Prophet,2025-01-01,245.30993203668766
Cane River Creole NHP,Prophet,2025-02-01,378.86676255654254
Cane River Creole NHP,Prophet,2025-03-01,1119.7091029394705
Cane River Creole NHP,Prophet,2025-04-01,1208.7197588818767
Cane River Creole NHP,Prophet,2025-05-01,1266.9406520717168
Cane River Creole NHP,Prophet,2025-06-01,1350.043419071163
Cane River Creole NHP,Prophet,2025-07-01,1352.0959623502918
Cane River Creole NHP,Prophet,2025-08-01,632.3350456304173
Cane River Creole NHP,Prophet,2025-09-01,703.3221187144723
Cane River Creole NHP,Prophet,2025-10-01,1387.1434471102407
Cane River Creole NHP,Prophet,2025-11-01,768.6421927589572
Cane River Creole NHP,Prophet,2025-12-01,1129.915631636196
Canyon de Chelly NM,SARIMA,2025-01-01,23454.949682592993
Canyon de Chelly NM,SARIMA,2025-02-01,20239.83432500607
Canyon de Chelly NM,SARIMA,2025-03-01,35205.36020329692
Canyon de Chelly NM,SARIMA,2025-04-01,36527.66593610612
Canyon de Chelly NM,SARIMA,2025-05-01,43637.21596545633
Canyon de Chelly NM,SARIMA,2025-06-01,44198.69820488962
Canyon de Chelly NM,SARIMA,2025-07-01,43298.740337151525
Canyon de Chelly NM,SARIMA,2025-08-01,44541.80959483062
Canyon de Chelly NM,SARIMA,2025-09-01,40208.95813951626
Canyon de Chelly NM,SARIMA,2025-10-01,38546.63316494492
Canyon de Chelly NM,SARIMA,2025-11-01,26146.148194499918
Canyon de Chelly NM,SARIMA,2025-12-01,34010.79495489194
Canyonlands NP,SARIMA,2025-01-01,12610.296751306048
Canyonlands NP,SARIMA,2025-02-01,19953.208924119674
Canyonlands NP,SARIMA,2025-03-01,72761.00175702806
Canyonlands NP,SARIMA,2025-04-01,100174.69579741228
Canyonlands NP,SARIMA,2025-05-01,115963.83196806403
Canyonlands NP,SARIMA,2025-06-01,94905.63701735003
Canyonlands NP,SARIMA,2025-07-01,76875.36646996737
Canyonlands NP,SARIMA,2025-08-01,70745.92062661183
Canyonlands NP,SARIMA,2025-09-01,101977.56290122418
Canyonlands NP,SARIMA,2025-10-01,101382.32079855773
Canyonlands NP,SARIMA,2025-11-01,47888.99943418516
Canyonlands NP,SARIMA,2025-12-01,24636.255843630413
Cape Cod NS,ETS,2025-01-01,110011.82033954852
Cape Cod NS,ETS,2025-02-01,129041.65466471878
Cape Cod NS,ETS,2025-03-01,151292.12964714528
Cape Cod NS,ETS,2025-04-01,232582.82059809906
Cape Cod NS,ETS,2025-05-01,319049.6068104994
Cape Cod NS,ETS,2025-06-01,439717.61596292886
Cape Cod NS,ETS,2025-07-01,617826.3839869958
Cape Cod NS,ETS,2025-08-01,650992.6988096407
Cape Cod NS,ETS,2025-09-01,474277.23492779734
Cape Cod NS,ETS,2025-10-01,314828.548463105
Cape Cod NS,ETS,2025-11-01,175872.9798801216
Cape Cod NS,ETS,2025-12-01,139485.02697219542
Cape Hatteras NS,ETS,2025-01-01,78215.67379206695
Cape Hatteras NS,ETS,2025-02-01,81573.37461600068
Cape Hatteras NS,ETS,2025-03-01,152014.25214654108
Cape Hatteras NS,ETS,2025-04-01,201047.1810850662
Cape Hatteras NS,ETS,2025-05-01,264717.54929106374
Cape Hatteras NS,ETS,2025-06-01,408756.7700532782
Cape Hatteras NS,ETS,2025-07-01,448119.740414671
Cape Hatteras NS,ETS,2025-08-01,392250.19182524143
Cape Hatteras NS,ETS,2025-09-01,320590.0074632436
Cape Hatteras NS,ETS,2025-10-01,222970.09994169464
Cape Hatteras NS,ETS,2025-11-01,154739.25918568615
Cape Hatteras NS,ETS,2025-12-01,92388.69824371577
Cape Krusenstern NM,SARIMA,2025-01-01,1010.7571539529501
Cape Krusenstern NM,SARIMA,2025-02-01,825.1406419721088
Cape Krusenstern NM,SARIMA,2025-03-01,698.7700010044468
Cape Krusenstern NM,SARIMA,2025-04-01,805.8877369269577
Cape Krusenstern NM,SARIMA,2025-05-01,871.1359652714042
Cape Krusenstern NM,SARIMA,2025-06-01,1526.1705999405056
Cape Krusenstern NM,SARIMA,2025-07-01,1642.3749760117064
Cape Krusenstern NM,SARIMA,2025-08-01,1751.6230956423824
Cape Krusenstern NM,SARIMA,2025-09-01,1609.9092275044845
Cape Krusenstern NM,SARIMA,2025-10-01,1761.4054626575103
Cape Krusenstern NM,SARIMA,2025-11-01,2589.648856771431
Cape Krusenstern NM,SARIMA,2025-12-01,1730.9425469329822
Cape Lookout NS,ETS,2025-01-01,21497.477048367033
Cape Lookout NS,ETS,2025-02-01,18271.304405136867
Cape Lookout NS,ETS,2025-03-01,26189.084053151
Cape Lookout NS,ETS,2025-04-01,48570.665126309716
Cape Lookout NS,ETS,2025-05-01,49936.154418185535
Cape Lookout NS,ETS,2025-06-01,65270.24777314642
Cape Lookout NS,ETS,2025-07-01,74879.17373293906
Cape Lookout NS,ETS,2025-08-01,74475.28375935729
Cape Lookout NS,ETS,2025-09-01,67620.81091571058
Cape Lookout NS,ETS,2025-10-01,48649.79202663243
Cape Lookout NS,ETS,2025-11-01,34277.0971898458
Cape Lookout NS,ETS,2025-12-01,30317.640417015762
Capitol Reef NP,ETS,2025-01-01,38694.62009517271
Capitol Reef NP,ETS,2025-02-01,43672.76950177722
Capitol Reef NP,ETS,2025-03-01,107654.67033942643
Capitol Reef NP,ETS,2025-04-01,161115.2611960824
Capitol Reef NP,ETS,2025-05-01,218610.80773637723
Capitol Reef NP,ETS,2025-06-01,186847.47522415651
Capitol Reef NP,ETS,2025-07-01,142430.06174862763
Capitol Reef NP,ETS,2025-08-01,131313.85698717524
Capitol Reef NP,ETS,2025-09-01,196797.7834441865
Capitol Reef NP,ETS,2025-10-01,186361.00207295944
Capitol Reef NP,ETS,2025-11-01,79639.21393391192
Capitol Reef NP,ETS,2025-12-01,48896.052767642
Capulin Volcano NM,SARIMA,2025-01-01,2551.2903129405972
Capulin Volcano NM,SARIMA,2025-02-01,2516.5681643117096
Capulin Volcano NM,SARIMA,2025-03-01,6329.202402577744
Capulin Volcano NM,SARIMA,2025-04-01,5798.082404111782
Capulin Volcano NM,SARIMA,2025-05-01,9079.989503439714
Capulin Volcano NM,SARIMA,2025-06-01,16551.446994611422
Capulin Volcano NM,SARIMA,2025-07-01,20060.48495376883
Capulin Volcano NM,SARIMA,2025-08-01,9309.347740531764
Capulin Volcano NM,SARIMA,2025-09-01,7564.656585497043
Capulin Volcano NM,SARIMA,2025-10-01,6352.792359564877
Capulin Volcano NM,SARIMA,2025-11-01,3609.5443190133624
Capulin Volcano NM,SARIMA,2025-12-01,4506.47509316962
Carl Sandburg Home NHS,Prophet,2025-01-01,5522.679425801938
Carl Sandburg Home NHS,Prophet,2025-02-01,5810.25459121531
Carl Sandburg Home NHS,Prophet,2025-03-01,8317.957266794874
Carl Sandburg Home NHS,Prophet,2025-04-01,9107.199793644028
Carl Sandburg Home NHS,Prophet,2025-05-01,9878.931877113642
Carl Sandburg Home NHS,Prophet,2025-06-01,9527.444439570321
Carl Sandburg Home NHS,Prophet,2025-07-01,11110.93441803927
Carl Sandburg Home NHS,Prophet,2025-08-01,9967.556408635313
Carl Sandburg Home NHS,Prophet,2025-09-01,8017.304532112344
Carl Sandburg Home NHS,Prophet,2025-10-01,10222.115797031558
Carl Sandburg Home NHS,Prophet,2025-11-01,7326.572237584443
Carl Sandburg Home NHS,Prophet,2025-12-01,5974.870477857648
Carlsbad Caverns NP,SARIMA,2025-01-01,23861.12033266936
Carlsbad Caverns NP,SARIMA,2025-02-01,25724.979004208344
Carlsbad Caverns NP,SARIMA,2025-03-01,55958.99087784262
Carlsbad Caverns NP,SARIMA,2025-04-01,48843.33402201441
Carlsbad Caverns NP,SARIMA,2025-05-01,41235.38627441412
Carlsbad Caverns NP,SARIMA,2025-06-01,53359.84539589386
Carlsbad Caverns NP,SARIMA,2025-07-01,58014.3525514034
Carlsbad Caverns NP,SARIMA,2025-08-01,42026.890551728786
Carlsbad Caverns NP,SARIMA,2025-09-01,31682.642819286797
Carlsbad Caverns NP,SARIMA,2025-10-01,40042.76015425996
Carlsbad Caverns NP,SARIMA,2025-11-01,33710.04479585111
Carlsbad Caverns NP,SARIMA,2025-12-01,35943.55491455799
Carter G. Woodson Home NHS,SARIMA,2025-01-01,3.1861917943298654
Carter G. Woodson Home NHS,SARIMA,2025-02-01,27.955414305895463
Carter G. Woodson Home NHS,SARIMA,2025-03-01,1.8630135264782481
Carter G. Woodson Home NHS,SARIMA,2025-04-01,11.235977485694466
Carter G. Woodson Home NHS,SARIMA,2025-05-01,-2.021752429558676
Carter G. Woodson Home NHS,SARIMA,2025-06-01,6.667676643622903
Carter G. Woodson Home NHS,SARIMA,2025-07-01,1.3863490320158371
Carter G. Woodson Home NHS,SARIMA,2025-08-01,-0.027300899975757575
Carter G. Woodson Home NHS,SARIMA,2025-09-01,-4.240930103490634
Carter G. Woodson Home NHS,SARIMA,2025-10-01,0.07487644570396146
Carter G. Woodson Home NHS,SARIMA,2025-11-01,-1.1288225151585216
Carter G. Woodson Home NHS,SARIMA,2025-12-01,4.394002117955715
Casa Grande Ruins NM,ETS,2025-01-01,13001.00920856116
Casa Grande Ruins NM,ETS,2025-02-01,15163.922584207266
Casa Grande Ruins NM,ETS,2025-03-01,16758.187681325948
Casa Grande Ruins NM,ETS,2025-04-01,9584.436673155173
Casa Grande Ruins NM,ETS,2025-05-01,5855.11872254113
Casa Grande Ruins NM,ETS,2025-06-01,5141.456720144979
Casa Grande Ruins NM,ETS,2025-07-01,4291.426744702401
Casa Grande Ruins NM,ETS,2025-08-01,4024.171230925216
Casa Grande Ruins NM,ETS,2025-09-01,5062.716042083135
Casa Grande Ruins NM,ETS,2025-10-01,7319.356692210663
Casa Grande Ruins NM,ETS,2025-11-01,9685.705172896482
Casa Grande Ruins NM,ETS,2025-12-01,6960.342207828809
Castillo de San Marcos NM,SARIMA,2025-01-01,55419.53883777075
Castillo de San Marcos NM,SARIMA,2025-02-01,55973.4243176743
Castillo de San Marcos NM,SARIMA,2025-03-01,77197.05644668109
Castillo de San Marcos NM,SARIMA,2025-04-01,58792.92496042334
Castillo de San Marcos NM,SARIMA,2025-05-01,47871.41901493319
Castillo de San Marcos NM,SARIMA,2025-06-01,50160.960521268935
Castillo de San Marcos NM,SARIMA,2025-07-01,57622.083835350284
Castillo de San Marcos NM,SARIMA,2025-08-01,36140.242518421896
Castillo de San Marcos NM,SARIMA,2025-09-01,27830.87268679276
Castillo de San Marcos NM,SARIMA,2025-10-01,32844.744896544216
Castillo de San Marcos NM,SARIMA,2025-11-01,50075.300472888615
Castillo de San Marcos NM,SARIMA,2025-12-01,64256.77212430829
Castle Clinton NM,SARIMA,2025-01-01,162596.59477689624
Castle Clinton NM,SARIMA,2025-02-01,166282.9949390287
Castle Clinton NM,SARIMA,2025-03-01,242218.30476899538
Castle Clinton NM,SARIMA,2025-04-01,297733.7079248955
Castle Clinton NM,SARIMA,2025-05-01,327498.6663558423
Castle Clinton NM,SARIMA,2025-06-01,361156.41041868005
Castle Clinton NM,SARIMA,2025-07-01,462206.1661012034
Castle Clinton NM,SARIMA,2025-08-01,426808.5804671007
Castle Clinton NM,SARIMA,2025-09-01,279388.7435183898
Castle Clinton NM,SARIMA,2025-10-01,304631.71788831596
Castle Clinton NM,SARIMA,2025-11-01,230520.97212006827
Castle Clinton NM,SARIMA,2025-12-01,256651.17324176247
Catoctin Mountain Park,ETS,2025-01-01,14693.912647031508
Catoctin Mountain Park,ETS,2025-02-01,14741.053039054183
Catoctin Mountain Park,ETS,2025-03-01,24524.38498947094
Catoctin Mountain Park,ETS,2025-04-01,30074.73446247491
Catoctin Mountain Park,ETS,2025-05-01,36526.81770505913
Catoctin Mountain Park,ETS,2025-06-01,42136.44549280419
Catoctin Mountain Park,ETS,2025-07-01,37350.06949066048
Catoctin Mountain Park,ETS,2025-08-01,39949.57090075546
Catoctin Mountain Park,ETS,2025-09-01,40698.74939864673
Catoctin Mountain Park,ETS,2025-10-01,44221.630351514104
Catoctin Mountain Park,ETS,2025-11-01,26123.952556315064
Catoctin Mountain Park,ETS,2025-12-01,16585.044560554954
Cedar Breaks NM,SARIMA,2025-01-01,14038.835443911106
Cedar Breaks NM,SARIMA,2025-02-01,12133.25977445906
Cedar Breaks NM,SARIMA,2025-03-01,12988.806566855874
Cedar Breaks NM,SARIMA,2025-04-01,16358.828436563244
Cedar Breaks NM,SARIMA,2025-05-01,49690.98929243992
Cedar Breaks NM,SARIMA,2025-06-01,104985.26341332916
Cedar Breaks NM,SARIMA,2025-07-01,145530.92389203276
Cedar Breaks NM,SARIMA,2025-08-01,114054.7189234936
Cedar Breaks NM,SARIMA,2025-09-01,113437.36788126756
Cedar Breaks NM,SARIMA,2025-10-01,81629.18410820438
Cedar Breaks NM,SARIMA,2025-11-01,31319.258087379025
Cedar Breaks NM,SARIMA,2025-12-01,23772.815387102113
Cesar E. Chavez NM,ETS,2025-01-01,2398.6539510234647
Cesar E. Chavez NM,ETS,2025-02-01,2658.9052413156237
Cesar E. Chavez NM,ETS,2025-03-01,3176.573156947162
Cesar E. Chavez NM,ETS,2025-04-01,3026.397455630601
Cesar E. Chavez NM,ETS,2025-05-01,2836.75171262795
Cesar E. Chavez NM,ETS,2025-06-01,2915.7310838265826
Cesar E. Chavez NM,ETS,2025-07-01,2864.420805670666
Cesar E. Chavez NM,ETS,2025-08-01,2749.4380145647083
Cesar E. Chavez NM,ETS,2025-09-01,2860.3122432176287
Cesar E. Chavez NM,ETS,2025-10-01,2958.044601181115
Cesar E. Chavez NM,ETS,2025-11-01,2746.871762423795
Cesar E. Chavez NM,ETS,2025-12-01,2517.4774649326
Chaco Culture NHP,ETS,2025-01-01,439.4083469369539
Chaco Culture NHP,ETS,2025-02-01,755.6973714838359
Chaco Culture NHP,ETS,2025-03-01,3010.1833992965658
Chaco Culture NHP,ETS,2025-04-01,4243.074028618693
Chaco Culture NHP,ETS,2025-05-01,5480.386935407361
Chaco Culture NHP,ETS,2025-06-01,4078.839746029731
Chaco Culture NHP,ETS,2025-07-01,3449.2181384882224
Chaco Culture NHP,ETS,2025-08-01,2981.5511393512734
Chaco Culture NHP,ETS,2025-09-01,4486.408082119642
Chaco Culture NHP,ETS,2025-10-01,5612.74148383321
Chaco Culture NHP,ETS,2025-11-01,1985.4879890523366
Chaco Culture NHP,ETS,2025-12-01,891.1676374278463
Chamizal NMEM,ETS,2025-01-01,-720.3121277049795
Chamizal NMEM,ETS,2025-02-01,-541.4374324403661
Chamizal NMEM,ETS,2025-03-01,-244.9232694932598
Chamizal NMEM,ETS,2025-04-01,79.47431339111063
Chamizal NMEM,ETS,2025-05-01,-483.7466627781005
Chamizal NMEM,ETS,2025-06-01,-687.4804827255202
Chamizal NMEM,ETS,2025-07-01,-284.69241212456836
Chamizal NMEM,ETS,2025-08-01,-304.4520513254738
Chamizal NMEM,ETS,2025-09-01,-317.3842043859431
Chamizal NMEM,ETS,2025-10-01,25.28510624041064
Chamizal NMEM,ETS,2025-11-01,-276.5153936328752
Chamizal NMEM,ETS,2025-12-01,-888.2438041714558
Channel Islands NP,Prophet,2025-01-01,17671.39189098162
Channel Islands NP,Prophet,2025-02-01,17547.20267580289
Channel Islands NP,Prophet,2025-03-01,23149.277312407216
Channel Islands NP,Prophet,2025-04-01,24222.482636781275
Channel Islands NP,Prophet,2025-05-01,28226.074279164837
Channel Islands NP,Prophet,2025-06-01,30656.51224092799
Channel Islands NP,Prophet,2025-07-01,37841.16057279936
Channel Islands NP,Prophet,2025-08-01,37964.01830200784
Channel Islands NP,Prophet,2025-09-01,28848.990370943673
Channel Islands NP,Prophet,2025-10-01,21585.158254639013
Channel Islands NP,Prophet,2025-11-01,17410.352307275265
Channel Islands NP,Prophet,2025-12-01,12751.345826238425
Charles Pinckney NHS,SARIMA,2025-01-01,1579.6982460471786
Charles Pinckney NHS,SARIMA,2025-02-01,2254.8719290386816
Charles Pinckney NHS,SARIMA,2025-03-01,3232.6878362031407
Charles Pinckney NHS,SARIMA,2025-04-01,3309.490582862859
Charles Pinckney NHS,SARIMA,2025-05-01,2788.3446335719937
Charles Pinckney NHS,SARIMA,2025-06-01,2830.8224685011432
Charles Pinckney NHS,SARIMA,2025-07-01,3124.7084267379614
Charles Pinckney NHS,SARIMA,2025-08-01,2651.096598492658
Charles Pinckney NHS,SARIMA,2025-09-01,3091.0322470946558
Charles Pinckney NHS,SARIMA,2025-10-01,2529.3304675142217
Charles Pinckney NHS,SARIMA,2025-11-01,1885.5469345486777
Charles Pinckney NHS,SARIMA,2025-12-01,1588.7461665363255
Charles Young Buffalo Soldiers NM,ETS,2025-01-01,201.67075504310662
Charles Young Buffalo Soldiers NM,ETS,2025-02-01,927.567189323649
Charles Young Buffalo Soldiers NM,ETS,2025-03-01,913.2700301719649
Charles Young Buffalo Soldiers NM,ETS,2025-04-01,997.4965973269775
Charles Young Buffalo Soldiers NM,ETS,2025-05-01,635.0444224205355
Charles Young Buffalo Soldiers NM,ETS,2025-06-01,731.4957243867747
Charles Young Buffalo Soldiers NM,ETS,2025-07-01,779.6617220781146
Charles Young Buffalo Soldiers NM,ETS,2025-08-01,706.4971082724048
Charles Young Buffalo Soldiers NM,ETS,2025-09-01,1013.2890932209989
Charles Young Buffalo Soldiers NM,ETS,2025-10-01,129.24099104085633
Charles Young Buffalo Soldiers NM,ETS,2025-11-01,186.7742102991615
Charles Young Buffalo Soldiers NM,ETS,2025-12-01,286.41182725904093
Chattahoochee River NRA,SARIMA,2025-01-01,169861.3844782042
Chattahoochee River NRA,SARIMA,2025-02-01,194853.54632977658
Chattahoochee River NRA,SARIMA,2025-03-01,222714.80459402833
Chattahoochee River NRA,SARIMA,2025-04-01,259202.4924651075
Chattahoochee River NRA,SARIMA,2025-05-01,286936.65891794796
Chattahoochee River NRA,SARIMA,2025-06-01,331517.81096069486
Chattahoochee River NRA,SARIMA,2025-07-01,299463.24420956965
Chattahoochee River NRA,SARIMA,2025-08-01,318439.5122292895
Chattahoochee River NRA,SARIMA,2025-09-01,251202.37201217742
Chattahoochee River NRA,SARIMA,2025-10-01,226635.4605892493
Chattahoochee River NRA,SARIMA,2025-11-01,196081.05919048647
Chattahoochee River NRA,SARIMA,2025-12-01,163164.54086927534
Chesapeake & Ohio Canal NHP,SARIMA,2025-01-01,235513.92353780262
Chesapeake & Ohio Canal NHP,SARIMA,2025-02-01,241158.51712933547
Chesapeake & Ohio Canal NHP,SARIMA,2025-03-01,339068.6872503357
Chesapeake & Ohio Canal NHP,SARIMA,2025-04-01,436805.29036808485
Chesapeake & Ohio Canal NHP,SARIMA,2025-05-01,465169.71026151057
Chesapeake & Ohio Canal NHP,SARIMA,2025-06-01,482899.92630302644
Chesapeake & Ohio Canal NHP,SARIMA,2025-07-01,476464.7945937795
Chesapeake & Ohio Canal NHP,SARIMA,2025-08-01,459084.22976785514
Chesapeake & Ohio Canal NHP,SARIMA,2025-09-01,453071.77533766796
Chesapeake & Ohio Canal NHP,SARIMA,2025-10-01,426000.66300876875
Chesapeake & Ohio Canal NHP,SARIMA,2025-11-01,343637.9696065641
Chesapeake & Ohio Canal NHP,SARIMA,2025-12-01,262879.4107775466
Chickamauga & Chattanooga NMP,ETS,2025-01-01,63319.53277300088
Chickamauga & Chattanooga NMP,ETS,2025-02-01,68625.65720622923
Chickamauga & Chattanooga NMP,ETS,2025-03-01,90807.44213487513
Chickamauga & Chattanooga NMP,ETS,2025-04-01,79540.88464333973
Chickamauga & Chattanooga NMP,ETS,2025-05-01,87170.85240182118
Chickamauga & Chattanooga NMP,ETS,2025-06-01,94090.93493027826
Chickamauga & Chattanooga NMP,ETS,2025-07-01,97619.7677293275
Chickamauga & Chattanooga NMP,ETS,2025-08-01,87137.84277916592
Chickamauga & Chattanooga NMP,ETS,2025-09-01,86951.47810340609
Chickamauga & Chattanooga NMP,ETS,2025-10-01,85836.55644045077
Chickamauga & Chattanooga NMP,ETS,2025-11-01,81036.31567289907
Chickamauga & Chattanooga NMP,ETS,2025-12-01,70649.18073439367
Chickasaw NRA,Prophet,2025-01-01,55454.29782442037
Chickasaw NRA,Prophet,2025-02-01,69070.71075997851
Chickasaw NRA,Prophet,2025-03-01,107259.72977553587
Chickasaw NRA,Prophet,2025-04-01,131850.27278912367
Chickasaw NRA,Prophet,2025-05-01,208854.6202583869
